what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1357555535386
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1357555535401
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1357555535424
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1357555535432
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1357555535442
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1357555535450
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1357555535451
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1357555535451
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1357555535462
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1357555535473
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1357555535478
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1357555535479
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1357555535491
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1357555535502
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1357555535508
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1357555535512
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1357555535532
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1357555535532
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1357555535538
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1357555535555
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1357555535556
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1357555535579
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1357555535593
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1357555535617
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1357555535620
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1357555535636
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1357555535641
os,sysinfo,,,"linux",1357555535646
arch,sysinfo,,,"x86",1357555535646
ws,sysinfo,,,"gtk",1357555535646
locale,sysinfo,,,"ru_RU",1357555535646
processors,sysinfo,,,"2",1357555535646
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1357555535646
java.runtime.version,sysinfo,,,"1.6.0_24-b24",1357555535646
java.specification.name,sysinfo,,,"Java Platform API Specification",1357555535646
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1357555535646
java.specification.version,sysinfo,,,"1.6",1357555535646
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1357555535646
java.version,sysinfo,,,"1.6.0_24",1357555535646
java.vm.info,sysinfo,,,"mixed mode, sharing",1357555535646
java.vm.name,sysinfo,,,"OpenJDK Client VM",1357555535646
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1357555535646
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1357555535646
java.vm.specification.version,sysinfo,,,"1.0",1357555535646
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1357555535646
java.vm.version,sysinfo,,,"20.0-b12",1357555535646
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1357555535848
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1357555536208
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1357555536209
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1357555536215
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1357555536518
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1357555536608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555540231
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1357555542890
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1357555542899
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1357555542928
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1357555543137
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1357555543172
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1357555543611
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1357555543748
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1357555543849
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1357555548037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555552487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555555172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555561479
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1357555596457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1357555596457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555596474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555602964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555613667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555617203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1357555646903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1357555646903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555646918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555651645
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555663859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555668389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555671153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555673204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1357555686789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1357555686789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555686804
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1357555692925
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1357555693124
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1357555693137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555693147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555695066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555695100
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1357555703513
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357555703667
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1357555704113
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1357555704158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555704180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555704345
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1357555705338
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.ExpressionView",1357555705409
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.BreakpointView",1357555705501
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1357555705559
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1357555706020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555708958
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1357555713023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555715332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555754452
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357555757053
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357555757140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555760156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555804325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555808771
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357555812544
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357555812615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1357555812644
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357555819209
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1357555819258
